City,Cloudiness (%),Country,Date,Humidity (%),Latitude,Longitude,Temperature,Wind Speed (MPH)
Imeni Poliny Osipenko,,RU,1613092875.0,,52.4201,136.4853,4.24,
Lishui,,CN,1613092875.0,,28.4604,119.9103,52.21,
Três Lagoas,,BR,1613092677.0,,-20.7511,-51.6783,71.69,
Ixtapa,,MX,1613092876.0,,20.7,-105.2,71.6,
Faya,,SA,1613092876.0,,18.3851,42.4509,53.6,
Inuvik,,CA,1613092876.0,,68.3499,-133.7218,-0.4,
Khani,,GE,1613092876.0,,41.9563,42.9566,53.6,
Imeni Babushkina,,RU,1613092877.0,,59.7573,43.1285,-2.6,
Marzuq,,YE,1613092877.0,,14.4,46.4667,53.38,
Sakakah,,SA,1613092877.0,,29.9697,40.2064,50.0,
Borovoy,,RU,1613092877.0,,55.4333,86.0833,-18.4,
Ancud,,CL,1613092878.0,,-41.8697,-73.8203,55.0,
Esperance,,AU,1613092878.0,,-33.8667,121.9,64.4,
Noumea,,NC,1613092878.0,,-22.2763,166.4572,84.2,
Pangody,,RU,1613092878.0,,65.85,74.4859,-35.27,
Bria,,CF,1613092878.0,,6.5423,21.9863,69.85,
Dzerzhinsk,,RU,1613092879.0,,56.2389,43.4631,8.6,
Coyhaique,,CL,1613092879.0,,-45.5752,-72.0662,55.4,
Huarmey,,PE,1613092879.0,,-10.0681,-78.1522,74.1,
Greater Sudbury,,CA,1613092879.0,,46.49,-80.99,-2.2,
Forsytheganj,,BY,1613092880.0,,52.6333,29.7333,9.37,
Lashio,,MM,1613092880.0,,22.9333,97.75,54.07,
Bedelē,,ET,1613092880.0,,8.456,36.353,61.47,
Neyshabur,,IR,1613092881.0,,36.2133,58.7958,48.09,
Nísia Floresta,,BR,1613092881.0,,-6.0911,-35.2086,80.6,
Sundumbili,,ZA,1613092881.0,,-29.1337,31.3975,71.6,
Jaciara,,BR,1613092882.0,,-15.9653,-54.9683,72.79,
Flinders,,AU,1613092882.0,,-34.5833,150.8552,81.0,
Casa Nova,,BR,1613092882.0,,-9.4167,-41.1333,87.8,
Makakilo City,,US,1613092882.0,,21.3469,-158.0858,80.6,
Pandamatenga,,BW,1613092883.0,,-18.5278,25.627,66.36,
Bethel,,US,1613092883.0,,41.3712,-73.414,24.8,
Kudahuvadhoo,,MV,1613092883.0,,2.6708,72.8944,80.13,
São Gonçalo do Amarante,,BR,1613092884.0,,-3.6072,-38.9683,82.0,
Safi,,MA,1613092884.0,,32.2994,-9.2372,56.91,
Umluj,,SA,1613092884.0,,25.0213,37.2685,76.77,
Ilulissat,,GL,1613092884.0,,69.2167,-51.1,10.4,
Port Keats,,AU,1613092884.0,,-14.25,129.55,86.05,
Rio Claro,,BR,1613092802.0,,-22.4114,-47.5614,69.01,
Kearney,,US,1613092723.0,,40.6995,-99.0815,3.2,
Olinda,,BR,1613092885.0,,-8.0089,-34.8553,80.6,
Xique-Xique,,BR,1613092885.0,,-10.8218,-42.7263,79.54,
Riyadh,,SA,1613092780.0,,24.6877,46.7219,51.8,
Richards Bay,,ZA,1613092717.0,,-28.783,32.0377,72.99,
Micheweni,,TZ,1613092886.0,,-4.9667,39.8333,80.64,
Malé,,MV,1613092886.0,,4.1748,73.5089,80.6,
Pauini,,BR,1613092886.0,,-7.7136,-66.9764,74.32,
Narsaq,,GL,1613092886.0,,60.9167,-46.05,39.2,
Barreirinhas,,BR,1613092887.0,,-2.7469,-42.8264,80.28,
Khovd,,MN,1613092887.0,,48.0056,91.6419,5.11,
Koslan,,RU,1613092887.0,,63.4564,48.8989,-6.97,
Mount Gambier,,AU,1613092887.0,,-37.8333,140.7667,66.2,
Deputatsky,,RU,1613092888.0,,69.3,139.9,-6.38,
Paraná,,AR,1613092679.0,,-31.732,-60.5238,75.0,
Sørland,,NO,1613092888.0,,67.667,12.6934,36.57,
Yulara,,AU,1613092888.0,,-25.2406,130.9889,78.8,
Tsimmerbude,,RU,1613092889.0,,54.675,20.1347,19.0,
Grenville,,GD,1613092889.0,,12.1167,-61.6167,78.8,
Drayton Valley,,CA,1613092802.0,,53.2168,-114.9854,-13.0,
Kawalu,,ID,1613092889.0,,-7.3817,108.2082,79.29,
Kasongo,,CD,1613092889.0,,-4.45,26.6667,67.78,
Changji,,CN,1613092889.0,,44.0167,87.3167,19.4,
Ludvika,,SE,1613092889.0,,60.1496,15.1878,15.8,
Sibolga,,ID,1613092890.0,,1.7427,98.7792,79.7,
Gizo Government Station,,SB,1613092890.0,,-8.103,156.8419,83.48,
Umm Kaddadah,,SD,1613092890.0,,13.6017,26.6876,69.8,
Pevek,,RU,1613092890.0,,69.7008,170.3133,-21.86,
Shahrud,,IR,1613092890.0,,36.4182,54.9763,44.06,
Pemba,,MZ,1613092890.0,,-12.974,40.5178,77.0,
Novospasskoye,,RU,1613092890.0,,53.1468,47.7514,11.05,
Vanimo,,PG,1613092891.0,,-2.6741,141.3028,87.08,
Ucluelet,,CA,1613092891.0,,48.9329,-125.5528,37.99,
Okhotsk,,RU,1613092891.0,,59.3833,143.3,17.22,
Moba,,CN,1613092891.0,,33.2288,105.0179,38.23,
Avera,,US,1613092891.0,,33.194,-82.5271,61.0,
Toowoomba,,AU,1613092685.0,,-27.55,151.9667,80.6,
Sisimiut,,GL,1613092891.0,,66.9395,-53.6735,4.39,
Balabac,,PH,1613092892.0,,7.9868,117.0645,81.68,
Houma,,US,1613092892.0,,29.5958,-90.7195,66.2,
Chongwe,,ZM,1613092892.0,,-15.3292,28.682,64.67,
Aykhal,,RU,1613092892.0,,66.0,111.5,-23.89,
Japura,,ID,1613092893.0,,-0.3167,102.35,76.51,
Houndé,,BF,1613092893.0,,11.5,-3.5167,76.08,
Hihyā,,EG,1613092893.0,,30.6713,31.588,53.6,
Dubbo,,AU,1613092893.0,,-32.25,148.6167,82.4,
Norman Wells,,CA,1613092893.0,,65.282,-126.8329,-0.4,
Yaguachi Nuevo,,EC,1613092893.0,,-2.1167,-79.6833,78.01,
Hervey Bay,,AU,1613092894.0,,-25.2986,152.8535,80.6,
Cockburn Town,,TC,1613092894.0,,21.4612,-71.1419,77.0,
Salalah,,OM,1613092894.0,,17.0151,54.0924,73.4,
Hambantota,,LK,1613092894.0,,6.1241,81.1185,69.8,
Álamo,,MX,1613092894.0,,20.9167,-97.6833,78.8,
São João da Barra,,BR,1613092895.0,,-21.6403,-41.0511,77.11,
Nacala,,MZ,1613092895.0,,-14.5428,40.6728,75.54,
Upington,,ZA,1613092895.0,,-28.4478,21.2561,71.6,
Camacha,,PT,1613092895.0,,33.0833,-16.3333,60.8,
Boca do Acre,,BR,1613092895.0,,-8.7522,-67.3978,73.8,
Rawson,,AR,1613092896.0,,-43.3002,-65.1023,75.87,
Batagay,,RU,1613092896.0,,67.6333,134.6333,-10.98,
Srandakan,,ID,1613092896.0,,-7.9386,110.2506,81.73,
Ampanihy,,MG,1613092896.0,,-24.7,44.75,74.05,
Port Moresby,,PG,1613092897.0,,-9.4431,147.1797,87.8,
Mafinga,,TZ,1613092897.0,,-7.25,35.0667,64.62,
Karema,,TZ,1613092897.0,,-6.8205,30.4389,73.13,
Port Hardy,,CA,1613092897.0,,50.6996,-127.4199,35.6,
Mahabalipuram,,IN,1613092897.0,,12.6264,80.1722,69.8,
Karauli,,IN,1613092897.0,,26.5,77.0167,56.8,
Luangwa,,ZM,1613092897.0,,-15.6167,30.4167,71.4,
San Cristobal,,VE,1613092660.0,,7.7669,-72.225,67.42,
Shimoda,,JP,1613092898.0,,34.6667,138.95,51.8,
Tocache,,PE,1613092898.0,,-8.1842,-76.5125,72.46,
Samfya,,ZM,1613092898.0,,-11.3649,29.5565,66.15,
Verkhnevilyuysk,,RU,1613092898.0,,63.4453,120.3167,-19.95,
Nhamundá,,BR,1613092898.0,,-2.1861,-56.7131,76.35,
Nome,,US,1613092898.0,,64.5011,-165.4064,12.2,
Stephenville,,US,1613092898.0,,32.2207,-98.2023,30.0,
Çumra,,TR,1613092898.0,,37.5732,32.7745,46.4,
Tamandaré,,BR,1613092899.0,,-8.7597,-35.1047,78.37,
Tiksi,,RU,1613092899.0,,71.6872,128.8694,-8.1,
Horsham,,GB,1613092698.0,,51.064,-0.3272,30.2,
Boralday,,KZ,1613092900.0,,43.3578,76.8594,28.4,
Mangai,,CD,1613092900.0,,-4.05,19.5333,72.27,
Haines Junction,,CA,1613092901.0,,60.7522,-137.5108,-16.6,
Nikolayevsk-on-Amur,,RU,1613092741.0,,53.1406,140.73,18.54,
Vila Velha,,BR,1613092649.0,,-20.3297,-40.2925,77.0,
Elko,,US,1613092902.0,,41.0002,-115.5012,46.0,
Aripuanã,,BR,1613092903.0,,-9.1667,-60.6333,72.21,
Itaituba,,BR,1613092903.0,,-4.2761,-55.9836,75.07,
Silifke,,TR,1613092827.0,,36.3778,33.9344,56.08,
Svetlaya,,RU,1613092903.0,,46.5389,138.3297,24.6,
Chapada dos Guimarães,,BR,1613092903.0,,-15.4606,-55.7497,77.0,
Yerbogachën,,RU,1613092904.0,,61.2767,108.0108,-22.13,
Makkah al Mukarramah,,SA,1613092682.0,,21.4267,39.8261,72.82,
Banjar,,ID,1613092904.0,,-8.19,114.9675,77.0,
Vila,,PT,1613092904.0,,42.0304,-8.1588,51.01,
Payo,,ID,1613092904.0,,-3.7508,103.6372,76.41,
La Paz,,BO,1613092905.0,,-16.5,-68.15,46.4,
Belyy Yar,,RU,1613092905.0,,53.6039,91.3903,-25.6,
Mlonggo,,ID,1613092905.0,,-6.5333,110.7,77.0,
Chernyshevskiy,,RU,1613092905.0,,63.0128,112.4714,-24.99,
Ahipara,,NZ,1613092906.0,,-35.1667,173.1667,70.03,
Carmo do Rio Verde,,BR,1613092906.0,,-15.3536,-49.7075,70.56,
Dyersburg,,US,1613092906.0,,36.0345,-89.3856,28.4,
Shishou,,CN,1613092906.0,,29.7226,112.419,55.2,
Khuzhir,,RU,1613092906.0,,53.1939,107.3397,3.63,
Neiafu,,TO,1613092906.0,,-18.65,-173.9833,84.2,
Arrondissement de Cognac,,FR,1613092907.0,,45.5,-0.25,42.8,
Arrondissement du Havre,,FR,1613092907.0,,49.5833,0.3333,28.4,
Ust-Maya,,RU,1613092907.0,,60.4167,134.5333,12.13,
Cukai,,MY,1613092907.0,,4.25,103.4167,78.8,
Tual,,ID,1613092907.0,,-5.6667,132.75,83.97,
Fort Nelson,,CA,1613092907.0,,58.8053,-122.7002,-2.2,
Matamoros,,MX,1613092908.0,,25.5333,-103.25,75.2,
Zheshart,,RU,1613092908.0,,62.0731,49.5733,-6.47,
Sergeevka,,KZ,1613092908.0,,53.88,67.4158,-6.36,
Solon,,US,1613092615.0,,41.3898,-81.4412,19.99,
Disraeli,,CA,1613092807.0,,45.9001,-71.3491,5.0,
Paamiut,,GL,1613092908.0,,61.994,-49.6678,26.37,
Nanortalik,,GL,1613092908.0,,60.1432,-45.2371,28.69,
Srednekolymsk,,RU,1613092909.0,,67.45,153.6833,-24.09,
Bengkulu,,ID,1613092909.0,,-3.8004,102.2655,78.98,
Ambilobe,,MG,1613092909.0,,-13.2,49.05,73.18,
Klaksvík,,FO,1613092909.0,,62.2266,-6.589,33.8,
Nuuk,,GL,1613092910.0,,64.1835,-51.7216,21.2,
Singaraja,,ID,1613092910.0,,-8.112,115.0882,81.95,
La Crosse,,US,1613092910.0,,43.8014,-91.2396,1.99,
Waipawa,,NZ,1613092910.0,,-41.4122,175.5153,64.99,
Abu Kamal,,SY,1613092910.0,,34.4506,40.9171,53.92,
Comacchio,,IT,1613092910.0,,44.6975,12.1858,44.6,
Nuoro,,IT,1613092910.0,,40.3211,9.3297,51.8,
Maniago,,IT,1613092911.0,,46.1706,12.7078,34.0,
Marshfield,,US,1613092912.0,,44.6689,-90.1718,1.0,
La Ronge,,CA,1613092912.0,,55.1001,-105.2842,-16.6,
Broome,,US,1613092912.0,,42.2506,-75.833,16.0,
Mana,,GF,1613092912.0,,5.6592,-53.7767,78.22,
Korčula,,HR,1613092912.0,,42.9622,17.1369,33.8,
Pak Phanang,,TH,1613092912.0,,8.3511,100.202,80.6,
Kropotkin,,RU,1613092912.0,,45.4375,40.5756,52.0,
Mweka,,CD,1613092913.0,,-4.85,21.5667,71.38,
Ibicaraí,,BR,1613092913.0,,-14.865,-39.5875,80.6,
Sesimbra,,PT,1613092913.0,,38.4445,-9.1015,57.2,
Thaba-Tseka,,LS,1613092913.0,,-29.522,28.6084,49.69,
Tongren,,CN,1613092913.0,,27.7172,109.1853,52.86,
La Santisima Trinidad,,BO,1613092914.0,,-14.8333,-64.9,69.33,
Srostki,,RU,1613092914.0,,52.4189,85.7022,-18.76,
Verāval,,IN,1613092914.0,,20.9,70.3667,69.24,
Río Gallegos,,AR,1613092914.0,,-51.6226,-69.2181,53.6,
Broken Hill,,AU,1613092914.0,,-31.95,141.4333,80.6,
Almenara,,BR,1613092914.0,,-16.1836,-40.6944,71.17,
Vostok,,RU,1613092914.0,,46.4856,135.8833,23.63,
Bellevue,,US,1613092696.0,,47.6104,-122.2007,33.01,
Allanridge,,ZA,1613092915.0,,-27.7543,26.6438,64.0,
Bagotville,,AU,1613092915.0,,-28.9833,153.4167,82.4,
Erenhot,,CN,1613092915.0,,43.6475,111.9767,17.06,
Pestretsy,,RU,1613092915.0,,55.7531,49.6545,6.8,
Romans-sur-Isère,,FR,1613092915.0,,45.0464,5.0562,30.0,
Manga,,BF,1613092915.0,,11.6636,-1.0731,75.42,
Luba,,GQ,1613092916.0,,3.4568,8.5547,80.6,
Abilene,,US,1613092916.0,,32.4487,-99.7331,26.6,
Harper,,LR,1613092916.0,,4.375,-7.7169,78.93,
Esso,,RU,1613092916.0,,55.9333,158.7,18.36,
Victor Harbor,,AU,1613092916.0,,-35.5667,138.6167,69.01,
Ygatimi,,PY,1613092916.0,,-24.0833,-55.5,68.54,
Māgadi,,IN,1613092916.0,,12.9667,77.2333,57.2,
Muros,,ES,1613092916.0,,42.7762,-9.0603,55.0,
Båtsfjord,,NO,1613092916.0,,70.6345,29.7185,20.34,
Utinga,,BR,1613092917.0,,-5.8172,-35.3954,80.6,
Fort Saint James,,CA,1613092917.0,,54.4333,-124.25,-7.65,
Sterling,,US,1613092906.0,,39.0062,-77.4286,32.0,
Fare,,PF,1613092917.0,,-16.7,-151.0167,81.93,
Doha,,QA,1613092917.0,,25.2867,51.5333,64.4,
Ballarat,,AU,1613092718.0,,-37.5662,143.8496,73.0,
Abéché,,TD,1613092918.0,,13.8292,20.8324,63.28,
Sotik Post,,KE,1613092918.0,,-0.7813,35.3416,56.98,
Pedernales,,DO,1613092918.0,,18.0384,-71.744,77.13,
Mitsamiouli,,KM,1613092918.0,,-11.3847,43.2844,81.57,
Mastic Beach,,US,1613092918.0,,40.7668,-72.8521,28.4,
Sungai Penuh,,ID,1613092919.0,,-2.0833,101.3833,69.96,
Taltal,,CL,1613092919.0,,-25.4,-70.4833,66.76,
Rocky River,,US,1613092862.0,,41.4756,-81.8393,21.2,
Barstow,,US,1613092647.0,,34.8986,-117.0228,71.6,
Nantucket,,US,1613092832.0,,41.2835,-70.0995,28.4,
Wattegama,,LK,1613092921.0,,6.7989,81.4808,69.8,
Batemans Bay,,AU,1613092922.0,,-35.7167,150.1833,79.0,
Montefiascone,,IT,1613092922.0,,42.5393,12.0362,44.01,
Helena,,US,1613092680.0,,46.5927,-112.0361,-9.4,
Seoul,,KR,1613092805.0,,37.5683,126.9778,37.4,
Kutum,,SD,1613092922.0,,14.2,24.6667,60.24,
Galesong,,ID,1613092923.0,,-5.3166,119.3661,82.4,
Dombarovskiy,,RU,1613092923.0,,50.7587,59.5386,32.22,
Ushtobe,,KZ,1613092923.0,,45.2514,77.9838,21.58,
Opuwo,,NA,1613092873.0,,-18.0607,13.84,65.41,
Kapoeta,,SS,1613092923.0,,4.7717,33.5903,77.83,
Lishan,,CN,1613092923.0,,31.8576,113.2951,55.17,
Kamenka,,RU,1613092924.0,,51.3223,42.7678,28.0,
Batagay-Alyta,,RU,1613092924.0,,67.8006,130.4114,-8.82,
Puerto Escondido,,MX,1613092924.0,,15.85,-97.0667,78.8,
Mariental,,NA,1613092924.0,,-24.6333,17.9667,79.83,
Celestún,,MX,1613092924.0,,20.8667,-90.4,76.75,
Mayumba,,GA,1613092630.0,,-3.432,10.6554,78.94,
Polovinnoye,,RU,1613092925.0,,54.7914,65.9864,-8.52,
Salinópolis,,BR,1613092925.0,,-0.6136,-47.3561,79.38,
Rincon,,US,1613092880.0,,32.296,-81.2354,62.01,
Myski,,RU,1613092925.0,,53.709,87.8014,-21.66,
Pecos,,US,1613092925.0,,31.4229,-103.4932,35.6,
Olafsvik,,IS,1613092925.0,,64.8945,-23.7142,38.46,
Okha,,RU,1613092926.0,,53.5739,142.9478,16.77,
Santa Vitória,,BR,1613092926.0,,-18.8386,-50.1214,72.21,
Chapais,,CA,1613092926.0,,49.7834,-74.8492,-4.0,
Ketchikan,,US,1613092704.0,,55.3422,-131.6461,24.8,
Fortuna,,US,1613092926.0,,40.5982,-124.1573,51.01,
Port Lincoln,,AU,1613092926.0,,-34.7333,135.8667,63.81,
Teya,,RU,1613092927.0,,60.3778,92.6267,-14.85,
Brae,,GB,1613092927.0,,60.3964,-1.353,37.4,
Cazones de Herrera,,MX,1613092927.0,,20.7167,-97.3167,78.8,
Tokmak,,UA,1613092927.0,,47.2514,35.7058,46.18,
Jasper,,US,1613092682.0,,37.2001,-94.3502,16.0,
Lethem,,GY,1613092927.0,,3.3803,-59.7968,81.05,
Kailua,,US,1613092927.0,,21.4022,-157.7394,80.6,
Sechura,,PE,1613092928.0,,-5.5569,-80.8222,77.36,
Gijón,,ES,1613092928.0,,43.5357,-5.6615,55.0,
Banda Aceh,,ID,1613092928.0,,5.5577,95.3222,79.43,
Basco,,PH,1613092928.0,,20.4487,121.9702,74.05,
San Patricio,,US,1613092928.0,,28.017,-97.5169,39.2,
Launceston,,AU,1613092776.0,,-41.45,147.1667,68.0,
Lowestoft,0.0,GB,1613092800.0,80.0,52.4752,1.7516,33.01,4.0
Mehamn,95.0,NO,1613092801.0,91.0,71.0357,27.8492,21.2,10.0
Chokurdakh,65.0,RU,1613092801.0,77.0,70.6333,147.9167,-17.9,5.06
Mataura,0.0,NZ,1613093121.0,65.0,-46.1927,168.8643,60.01,8.99
Muisne,45.0,EC,1613092568.0,85.0,0.6,-80.0333,77.77,2.13
Qaanaaq,0.0,GL,1613092802.0,69.0,77.484,-69.3632,6.49,6.38
Mahébourg,75.0,MU,1613093122.0,73.0,-20.4081,57.7,78.8,8.05
Rikitea,91.0,PF,1613093122.0,69.0,-23.1203,-134.9692,79.23,6.02
São Marcos,84.0,BR,1613093122.0,87.0,-28.9711,-51.0681,64.99,4.0
Punta Arenas,20.0,CL,1613092803.0,71.0,-53.15,-70.9167,50.0,18.41
Prince Albert,90.0,CA,1613092803.0,63.0,53.2001,-105.7677,-20.2,9.22
Naze,75.0,JP,1613092803.0,77.0,28.3667,129.4833,64.4,26.46
Cherskiy,0.0,RU,1613092803.0,84.0,68.75,161.3,-19.17,2.86
Busselton,0.0,AU,1613092803.0,68.0,-33.65,115.3333,64.0,1.99
Guerrero Negro,0.0,MX,1613092804.0,74.0,27.9769,-114.0611,61.63,13.31
Lagoa,100.0,PT,1613093123.0,88.0,39.05,-27.9833,59.14,31.54
Saint-Augustin,99.0,CA,1613092807.0,94.0,51.226,-58.6502,26.2,14.36
Tūkrah,14.0,LY,1613092807.0,75.0,32.5341,20.5791,56.59,9.35
Alexandria,0.0,EG,1613092617.0,87.0,31.2156,29.9553,51.8,3.91
Tasiilaq,75.0,GL,1613092808.0,68.0,65.6145,-37.6368,21.2,25.32
Saint-Philippe,0.0,RE,1613092808.0,69.0,-21.3585,55.7679,78.8,14.97
Pisco,0.0,PE,1613092808.0,83.0,-13.7,-76.2167,73.4,3.44
Varkala,20.0,IN,1613092808.0,68.0,8.7341,76.7067,73.4,6.76
Sanquhar,0.0,GB,1613092809.0,64.0,55.3653,-3.9216,30.2,13.8
Berlevåg,100.0,NO,1613092809.0,93.0,70.8578,29.0864,22.15,15.75
Piñas,91.0,EC,1613092809.0,86.0,-3.6667,-79.65,67.53,0.54
Bredasdorp,75.0,ZA,1613092809.0,88.0,-34.5322,20.0403,71.6,2.3
Khorramshahr,0.0,IR,1613092809.0,77.0,30.4397,48.1664,57.2,4.61
Port Alfred,95.0,ZA,1613092810.0,96.0,-33.5906,26.891,70.0,8.34
Albion,90.0,US,1613092593.0,57.0,42.2431,-84.753,14.0,7.34
Alice Springs,0.0,AU,1613092665.0,46.0,-23.7,133.8833,91.4,8.05
Majholi,100.0,IN,1613092810.0,40.0,23.5,79.9167,55.2,2.48
Abnūb,0.0,EG,1613092810.0,62.0,27.2696,31.1511,55.4,9.22
Capinópolis,100.0,BR,1613092810.0,82.0,-18.6819,-49.5697,72.91,2.19
Pitiquito,0.0,MX,1613092810.0,31.0,30.7,-112.0833,70.0,8.01
Ushuaia,40.0,AR,1613092631.0,71.0,-54.8,-68.3,48.2,20.71
Khatanga,100.0,RU,1613092811.0,88.0,71.9667,102.5,-19.88,2.93
Havøysund,20.0,NO,1613092811.0,68.0,70.9963,24.6622,26.6,2.3
Yangi Marg`ilon,12.0,UZ,1613092811.0,81.0,40.4272,71.7189,37.4,6.91
Castro,100.0,BR,1613092811.0,97.0,-24.7911,-50.0119,60.6,5.1
Carnarvon,91.0,AU,1613092812.0,61.0,-24.8667,113.6333,80.6,17.27
Saint Paul Harbor,90.0,US,1613092521.0,87.0,57.79,-152.4072,37.4,34.52
Esim,46.0,GH,1613092812.0,83.0,4.8699,-2.2405,80.58,9.75
Pacific Grove,90.0,US,1613092671.0,82.0,36.6177,-121.9166,55.0,3.44
Lebu,32.0,CL,1613092813.0,91.0,-37.6167,-73.65,59.34,13.91
Longyearbyen,40.0,SJ,1613092814.0,71.0,78.2186,15.6401,1.4,12.66
Port Elizabeth,20.0,ZA,1613092814.0,94.0,-33.918,25.5701,73.4,18.41
Yamada,0.0,JP,1613092814.0,67.0,39.4667,141.95,38.73,0.49
Upernavik,100.0,GL,1613092814.0,81.0,72.7868,-56.1549,0.3,8.66
Vardø,100.0,NO,1613092814.0,95.0,70.3705,31.1107,23.07,13.42
Babylon,1.0,US,1613092670.0,50.0,40.6957,-73.3257,30.0,9.22
Albany,40.0,US,1613092566.0,53.0,42.6001,-73.9662,19.4,6.91
Tuktoyaktuk,40.0,CA,1613092815.0,84.0,69.4541,-133.0374,-7.6,8.05
Atuona,3.0,PF,1613092815.0,74.0,-9.8,-139.0333,79.23,11.23
Yellowknife,1.0,CA,1613092814.0,77.0,62.456,-114.3525,-9.0,9.22
Butaritari,0.0,KI,1613092816.0,75.0,3.0707,172.7902,81.45,12.17
Bambous Virieux,75.0,MU,1613092816.0,73.0,-20.3428,57.7575,78.8,8.05
Lompoc,1.0,US,1613092816.0,71.0,34.6391,-120.4579,55.4,5.75
Westport,1.0,US,1613092679.0,43.0,41.1415,-73.3579,28.4,10.36
Vaini,75.0,TO,1613092817.0,79.0,-21.2,-175.2,86.0,8.05
Torbay,90.0,CA,1613092817.0,93.0,47.6666,-52.7314,23.0,32.21
Hilo,90.0,US,1613092817.0,61.0,19.7297,-155.09,78.8,8.05
Salamiyah,0.0,SY,1613092817.0,59.0,35.0113,37.0532,51.91,9.28
Amapá,21.0,BR,1613092817.0,98.0,1.0,-52.0,72.79,3.15
Rudnogorsk,76.0,RU,1613092817.0,88.0,57.2639,103.7519,-22.99,3.0
Hobyo,100.0,SO,1613092817.0,76.0,5.3505,48.5268,75.43,15.79
Ponta do Sol,20.0,PT,1613092818.0,77.0,32.6667,-17.1,60.01,3.44
Korla,75.0,CN,1613092815.0,85.0,41.7597,86.1469,29.86,1.52
Constitución,100.0,CL,1613092818.0,91.0,-35.3333,-72.4167,59.99,6.82
Bariloche,0.0,AR,1613092654.0,52.0,-41.1456,-71.3082,66.2,12.66
Comodoro Rivadavia,0.0,AR,1613092818.0,25.0,-45.8667,-67.5,78.8,11.5
George Town,20.0,MY,1613092799.0,78.0,5.4112,100.3354,82.4,2.3
Hasaki,75.0,JP,1613092818.0,66.0,35.7333,140.8333,46.4,5.75
Tutóia,100.0,BR,1613092818.0,82.0,-2.7619,-42.2744,81.0,13.65
Santa Cruz de la Sierra,90.0,BO,1613092772.0,94.0,-17.8,-63.1667,68.0,6.91
Nuquí,100.0,CO,1613092819.0,80.0,5.7125,-77.2708,78.98,2.37
New Norfolk,0.0,AU,1613092819.0,61.0,-42.7826,147.0587,72.0,11.01
Mar del Plata,90.0,AR,1613092820.0,88.0,-38.0023,-57.5575,70.0,16.11
Prince Rupert,1.0,CA,1613092820.0,27.0,54.3161,-130.3201,24.8,13.8
Kaitangata,1.0,NZ,1613092821.0,55.0,-46.2817,169.8464,63.0,5.01
Balatonboglár,75.0,HU,1613092821.0,68.0,46.7752,17.6441,21.2,13.8
Buta,9.0,CD,1613092822.0,43.0,2.7858,24.73,69.82,0.94
Jamestown,1.0,US,1613092549.0,79.0,42.097,-79.2353,15.8,5.75
San Luis Potosí,20.0,MX,1613092801.0,10.0,22.5,-100.5,69.8,6.91
East London,100.0,ZA,1613092822.0,83.0,-33.0153,27.9116,74.53,14.58
Roald,0.0,NO,1613092823.0,58.0,62.5833,6.1333,23.0,11.5
Barra de Tecoanapa,10.0,MX,1613092823.0,78.0,16.5167,-98.75,77.02,8.95
Thompson,40.0,CA,1613092823.0,68.0,55.7435,-97.8558,-25.6,3.44
Oktyabr'skiy,95.0,RU,1613092824.0,95.0,54.4815,53.471,11.19,3.42
Pierre,90.0,US,1613092824.0,65.0,44.3683,-100.351,-2.2,11.5
Provideniya,40.0,RU,1613092825.0,65.0,64.3833,-173.3,-5.8,29.08
Mayo,90.0,US,1613092825.0,75.0,38.8876,-76.5119,34.0,6.91
Rotifunk,100.0,SL,1613092825.0,89.0,8.2333,-12.6833,74.7,2.24
Laas,0.0,IT,1613092825.0,79.0,46.6166,10.7002,12.2,9.22
Kavaratti,24.0,IN,1613092750.0,57.0,10.5669,72.642,81.28,6.4
Arraial do Cabo,40.0,BR,1613092826.0,94.0,-22.9661,-42.0278,75.2,6.91
Almeirim,100.0,BR,1613092826.0,93.0,-1.5233,-52.5817,75.09,4.76
Yeppoon,97.0,AU,1613092828.0,42.0,-23.1333,150.7333,84.2,9.22
Hermanus,69.0,ZA,1613092828.0,90.0,-34.4187,19.2345,73.0,5.97
Dikson,98.0,RU,1613092829.0,89.0,73.5069,80.5464,-14.89,5.19
Hobart,20.0,AU,1613092829.0,37.0,-42.8794,147.3294,72.0,18.41
Nikolskoye,75.0,RU,1613092829.0,85.0,59.7035,30.7861,3.99,6.71
Glasgow,0.0,GB,1613092699.0,80.0,55.8652,-4.2576,28.4,11.5
Ivanteyevka,90.0,RU,1613092829.0,78.0,55.9711,37.9208,7.0,11.18
Bathsheba,40.0,BB,1613092830.0,65.0,13.2167,-59.5167,78.8,18.41
Kapaa,1.0,US,1613092554.0,60.0,22.0752,-159.319,75.2,8.05
Talnakh,96.0,RU,1613092830.0,87.0,69.4865,88.3972,-18.63,1.52
Mount Isa,40.0,AU,1613092830.0,46.0,-20.7333,139.5,91.4,13.8
Iranshahr,0.0,IR,1613092574.0,14.0,27.2025,60.6848,59.0,6.91
Aginskoye,31.0,RU,1613092830.0,88.0,51.1,114.53,3.52,19.46
Avarua,40.0,CK,1613092831.0,69.0,-21.2078,-159.775,82.4,2.3
Faanui,0.0,PF,1613092831.0,65.0,-16.4833,-151.75,82.63,9.84
Turukhansk,45.0,RU,1613092831.0,82.0,65.8167,87.9833,-24.81,5.3
Lavrentiya,0.0,RU,1613092831.0,81.0,65.5833,-171.0,-20.99,12.91
